X,Y
14,0
15,1
16,2
17,3
18,2
19,3
20,4
21,5
22,6
23,7
24,8
25,9
26,10
27,9
26,8
27,7
26,6
25,7
24,6
25,5
26,4
27,3
28,2
27,1
28,0
28,1
27,2
28,3
27,4
26,5
25,6
26,7
27,8
26,9
25,10
26,11
25,12
26,13
27,14
26,15
27,16
28,17
27,18
28,19
27,20
26,21
27,22
28,23
27,24
26,25
27,26
28,27
27,28
28,29
27,29
26,28
27,27
28,26
27,25
28,24
27,23
26,24
25,25
26,26
25,27
24,28
25,29
25,28
26,27
25,26
24,27
23,28
24,29
23,29
22,28
23,27
24,26
23,25
22,26
21,27
20,26
21,25
22,24
21,23
22,22
23,21
24,22
25,23
26,22
27,21
28,20
27,19
28,18
27,17
26,16
27,15
26,14
25,15
24,16
25,17
24,18
23,19
24,20
25,21
25,22
26,23
25,24
24,25
23,26
22,27
21,26
22,25
21,24
22,23
23,22
24,21
23,20
22,21
21,22
20,23
19,22
20,21
21,20
22,19
23,18
24,17
25,18
26,17
25,16
24,15
25,14
24,13
23,12
24,11
23,10
24,9
25,8
24,7
23,8
22,7
23,6
24,5
25,4
26,3
25,2
26,1
27,0
26,0
25,1
26,2
25,3
24,4
23,5
22,4
21,3
20,2
21,1
22,0
21,0
20,1
21,2
20,3
21,4
22,5
21,6
20,7
19,8
20,9
21,10
22,11
21,12
22,13
21,14
20,15
21,16
22,17
21,18
20,19
19,20
18,21
17,22
18,23
17,24
16,23
15,24
14,23
15,22
16,21
17,20
18,19
17,18
16,19
15,20
14,21
13,22
12,23
13,24
12,25
13,26
14,27
13,28
14,29
14,28
13,29
12,28
13,27
14,26
13,25
14,24
15,23
16,24
17,23
18,22
19,23
20,22
21,21
22,20
21,19
22,18
21,17
20,18
19,17
20,16
21,15
22,14
23,13
24,14
25,13
26,12
25,11
24,12
23,11
24,10
23,9
22,10
21,9
20,8
21,7
20,6
19,7
18,8
17,7
18,6
17,5
16,6
15,7
16,8
15,9
14,10
13,11
14,12
13,13
12,14
13,15
14,16
15,17
16,18
17,19
18,20
17,21
16,22
15,21
16,20
15,19
14,20
13,21
14,22
13,23
12,24
11,25
12,26
11,27
10,28
11,29
11,28
12,27
11,26
10,27
9,28
10,29
