X,Y
15,0
16,1
17,2
18,3
19,4
20,5
21,6
22,7
23,8
24,9
25,10
26,11
27,12
26,13
27,14
28,15
27,16
28,17
27,18
26,19
27,20
28,21
27,22
28,23
27,24
28,25
27,26
28,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
28,24
27,23
28,22
27,21
26,22
25,23
26,24
26,25
25,24
26,23
25,22
26,21
25,20
24,21
23,22
24,23
23,24
24,25
23,26
24,27
25,28
26,29
25,29
24,28
25,27
24,26
23,27
22,28
23,29
23,28
22,29
21,28
22,27
21,26
22,25
21,24
22,23
21,22
22,21
23,20
24,19
25,18
26,17
25,16
26,15
25,14
24,15
23,16
24,17
23,18
22,19
21,20
20,21
19,22
20,23
19,24
20,25
19,26
20,27
19,28
20,29
20,28
21,27
22,26
23,25
24,24
23,23
24,22
25,21
26,20
27,19
26,18
27,17
28,16
27,15
28,14
27,13
26,14
25,15
26,16
25,17
24,18
25,19
24,20
23,21
22,22
21,23
22,24
21,25
20,26
19,27
18,28
19,29
