X,Y
13,0
14,1
15,2
16,3
17,4
18,5
19,6
20,7
21,8
22,9
23,10
24,11
25,12
26,13
27,14
28,15
27,16
28,17
27,18
26,19
27,20
28,21
27,22
28,23
27,24
28,25
27,26
28,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
28,24
27,23
28,22
27,21
26,22
25,23
26,24
25,25
26,26
25,27
24,28
25,29
25,28
26,27
25,26
26,25
25,24
26,23
25,22
26,21
25,20
24,21
23,22
24,23
23,24
24,25
23,26
24,27
23,28
24,29
23,29
22,28
23,27
24,26
23,25
24,24
23,23
24,22
25,21
26,20
27,19
28,18
27,17
28,16
27,15
26,16
25,17
26,18
25,19
24,20
23,21
22,22
21,23
22,24
21,25
22,26
21,27
20,28
21,29
