X,Y
14,0
15,1
16,2
17,3
18,4
19,5
20,6
21,7
22,8
23,9
24,10
25,11
26,12
27,13
27,12
28,11
27,10
28,9
27,8
28,7
27,6
28,5
27,4
28,3
27,2
26,3
25,4
26,5
25,6
26,7
25,8
26,9
25,10
26,11
26,10
27,11
28,10
27,9
28,8
27,7
28,6
27,5
28,4
27,3
28,2
27,1
28,0
27,0
26,1
25,2
24,3
23,4
24,5
23,6
24,7
23,8
24,9
23,10
24,11
23,12
22,13
23,14
22,15
23,16
24,17
25,18
26,19
27,20
28,19
27,18
26,17
25,16
25,17
26,18
27,19
26,20
27,21
26,22
25,23
24,24
25,25
26,26
27,27
26,28
27,29
27,28
26,29
25,28
26,27
27,26
26,25
25,26
24,27
23,28
24,29
24,28
25,27
24,26
23,27
22,28
23,29
22,29
21,28
22,27
23,26
24,25
25,24
24,23
25,22
26,21
25,20
24,21
23,22
22,23
23,24
23,23
24,22
25,21
24,20
25,19
24,18
23,19
22,20
23,21
22,22
21,23
22,24
21,24
20,23
21,22
22,21
23,20
24,19
23,18
22,19
21,20
20,21
19,22
18,23
17,24
18,25
17,26
18,27
19,28
20,29
20,28
19,29
18,28
17,29
16,28
17,27
18,26
17,25
16,26
15,27
14,28
15,29
15,28
16,29
17,28
16,27
15,26
16,25
15,24
16,23
17,22
18,21
19,20
20,19
21,18
22,17
21,16
20,17
19,18
18,19
17,20
16,21
15,22
14,23
13,24
14,25
13,26
14,27
13,28
14,29
13,29
12,28
13,27
14,26
15,25
16,24
17,23
18,22
19,21
20,22
21,21
20,20
21,19
22,18
23,17
22,16
21,17
20,18
19,19
18,20
17,21
16,22
15,23
14,24
13,25
12,26
11,27
10,28
11,29
11,28
12,29
