X,Y
24,0
25,1
26,2
27,3
28,2
27,1
26,0
26,1
27,2
28,3
27,4
28,5
27,6
28,7
27,8
28,9
27,10
28,11
27,12
28,13
27,14
28,15
27,16
26,17
27,18
28,19
27,20
28,21
27,22
28,23
27,24
26,25
25,24
26,23
25,22
26,21
25,20
26,19
25,18
24,19
23,20
24,21
23,22
24,23
23,24
24,25
23,26
22,25
21,26
20,25
21,24
22,23
21,22
22,21
21,20
22,19
23,18
24,17
25,16
26,15
25,14
26,13
25,12
26,11
25,10
26,9
25,8
26,7
25,6
26,5
25,4
26,3
25,2
24,3
23,4
24,5
23,6
24,7
23,8
24,9
23,10
24,11
23,12
24,13
23,14
24,15
23,16
22,17
21,18
20,19
19,20
20,21
19,22
20,23
19,24
18,25
19,26
18,27
19,28
20,29
21,29
22,29
23,28
24,29
25,28
26,29
27,28
28,29
27,29
26,28
25,29
24,28
25,27
24,26
25,25
26,24
27,23
28,22
27,21
28,20
27,19
26,20
25,21
26,22
25,23
24,24
23,25
22,24
23,23
24,22
23,21
24,20
25,19
26,18
27,17
28,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
28,8
27,7
28,6
27,5
26,6
25,7
26,8
25,9
26,10
25,11
26,12
25,13
26,14
25,15
26,16
25,17
24,18
23,19
22,20
21,21
22,22
21,23
20,24
21,25
20,26
19,27
18,28
19,29
18,29
17,28
16,29
15,28
16,27
17,26
16,25
17,24
18,23
17,22
18,21
17,20
18,19
19,18
20,17
21,16
22,15
21,14
22,13
21,12
22,11
21,10
22,9
21,8
22,7
21,6
22,5
21,4
22,3
23,2
24,1
23,0
22,1
21,2
20,3
19,4
20,5
19,6
20,7
19,8
20,9
19,10
20,11
19,12
20,13
19,14
20,15
19,16
18,17
17,18
16,19
15,20
16,21
15,22
16,23
15,24
14,25
15,26
14,27
13,28
14,29
