X,Y
7,0
8,1
9,2
10,3
11,4
12,5
13,6
14,7
15,8
16,9
17,10
18,11
19,12
20,13
21,14
22,15
23,16
24,17
25,18
26,19
27,20
26,21
27,22
28,23
27,24
26,25
27,26
28,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
28,24
27,23
28,22
27,21
26,22
25,23
26,24
25,25
26,26
25,27
24,28
25,29
25,28
26,27
25,26
24,27
23,28
24,29
23,29
22,28
23,27
24,26
23,25
24,24
23,23
24,22
25,21
26,20
27,19
26,18
27,17
28,16
27,15
28,14
27,13
26,14
25,15
26,16
25,17
24,18
25,19
24,20
23,21
22,22
21,23
22,24
21,25
22,26
21,27
20,28
21,29
21,28
22,27
23,26
24,25
25,24
26,23
25,22
24,23
23,24
22,25
21,26
20,27
19,28
20,29
19,29
18,28
19,27
20,26
19,25
20,24
19,23
20,22
21,21
22,20
23,19
22,18
23,17
24,16
23,15
24,14
25,13
26,12
25,11
26,10
27,9
28,8
27,7
26,8
25,9
24,10
23,11
24,12
23,13
22,14
21,15
22,16
21,17
20,18
21,19
20,20
19,21
18,22
17,23
18,24
17,25
18,26
17,27
16,28
17,29
17,28
18,27
19,26
20,25
21,24
22,23
23,22
24,21
25,20
24,19
23,20
22,21
21,22
20,23
19,24
18,25
17,26
16,27
15,28
16,29
15,29
