X,Y
20,0
21,1
22,2
23,3
24,4
25,5
26,6
27,5
26,4
27,3
28,2
27,1
28,0
28,1
27,2
26,3
27,4
26,5
25,6
24,7
25,8
26,9
27,10
28,11
27,12
28,13
27,14
28,15
27,16
26,17
27,18
26,19
25,20
24,19
25,18
24,17
25,16
26,15
25,14
26,13
25,12
26,11
25,10
24,11
23,12
24,13
23,14
24,15
23,16
22,17
23,18
22,19
23,20
22,21
23,22
24,23
25,24
26,25
27,26
26,27
27,28
28,29
28,28
27,29
26,28
27,27
26,26
27,25
26,24
27,23
28,22
27,22
26,23
25,23
24,24
25,25
24,26
25,27
24,28
25,29
25,28
24,29
23,28
24,27
25,26
24,25
23,26
22,27
21,28
22,29
22,28
23,27
22,26
23,25
22,24
23,23
24,22
23,21
24,20
25,19
26,18
27,17
26,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
26,10
25,11
26,12
25,13
26,14
25,15
24,16
25,17
24,18
23,19
22,20
21,21
22,22
21,23
20,24
21,25
20,26
21,27
20,28
21,29
20,29
19,28
20,27
21,26
22,25
23,24
22,23
21,24
20,25
19,26
18,27
17,28
18,29
18,28
19,27
18,26
19,25
18,24
19,23
20,22
19,21
20,20
21,19
22,18
23,17
22,16
23,15
24,14
23,13
24,12
23,11
24,10
25,9
24,8
25,7
24,6
23,5
22,4
21,5
20,6
21,7
22,8
23,9
22,10
21,11
22,12
21,13
22,14
21,15
20,16
21,17
20,18
19,19
18,20
17,19
18,18
19,17
19,18
20,19
21,20
20,21
21,22
20,23
19,24
18,25
17,26
16,27
15,28
16,29
16,28
17,27
16,26
17,25
16,24
17,23
18,22
18,23
19,22
18,21
19,20
18,19
17,18
18,17
19,16
20,17
21,16
22,15
21,14
22,13
21,12
22,11
23,10
24,9
23,8
22,9
21,10
20,11
19,12
20,13
19,14
20,15
20,14
19,13
20,12
19,11
20,10
21,9
20,8
19,9
18,10
17,11
18,12
17,13
18,14
18,13
17,14
16,13
17,12
18,11
19,10
20,9
21,8
22,7
21,6
22,5
23,4
22,3
21,4
20,5
19,6
20,7
19,8
18,9
17,8
18,7
17,6
18,5
19,4
20,3
21,2
22,1
23,0
23,1
22,0
21,0
20,1
19,2
18,3
17,4
16,5
15,6
16,7
15,8
14,9
13,10
14,11
15,12
14,13
15,14
14,15
15,16
16,17
15,18
16,19
15,20
14,21
15,22
16,23
17,24
16,25
15,26
14,27
13,28
14,29
14,28
13,29
12,28
11,29
10,28
11,27
12,26
13,25
14,24
15,25
15,24
14,25
13,24
14,23
13,22
12,23
11,24
12,25
11,26
12,27
11,28
10,29
