X,Y
10,0
11,1
12,2
13,3
14,4
15,5
16,6
17,7
18,8
19,9
20,8
21,9
22,8
23,9
24,10
25,11
26,12
27,13
28,14
27,15
28,16
27,17
26,18
25,17
26,16
25,15
26,14
25,13
24,14
23,15
24,16
23,17
24,18
24,17
25,16
26,17
27,18
28,17
27,16
28,15
27,14
28,13
27,12
26,13
25,14
24,15
23,16
22,17
23,18
22,18
21,17
22,16
21,15
22,14
23,13
24,12
23,11
23,12
24,13
25,12
26,11
27,10
28,9
27,8
28,7
27,6
26,7
25,8
26,9
25,10
24,11
23,10
24,9
23,8
24,7
25,6
26,5
27,4
28,3
27,2
26,1
27,0
27,1
28,2
27,3
28,4
27,5
28,6
27,7
28,8
27,9
26,10
25,9
26,8
25,7
26,6
25,5
26,4
25,3
24,4
23,5
24,6
23,7
22,6
21,7
20,6
21,5
22,4
23,3
24,2
25,1
26,0
25,0
24,1
23,2
24,3
25,4
24,5
23,6
22,7
21,8
20,9
19,10
20,11
21,12
22,13
23,14
22,15
21,16
20,17
19,18
20,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
28,24
27,23
28,22
27,21
26,22
25,21
24,22
23,23
24,24
25,25
26,26
25,27
24,28
25,29
25,28
24,29
23,28
24,27
23,26
22,27
21,28
22,29
22,28
23,27
24,26
23,25
22,26
21,27
20,28
21,29
20,29
19,28
20,27
21,26
22,25
21,24
20,25
19,26
18,27
17,28
18,29
18,28
19,27
20,26
21,25
22,24
21,23
20,24
19,25
18,26
17,27
16,28
17,29
16,29
