X,Y
14,0
15,1
16,2
17,3
18,2
19,1
20,0
21,1
22,2
23,3
24,4
25,3
26,2
27,3
28,2
27,1
28,0
28,1
27,2
26,3
25,2
26,1
27,0
26,0
25,1
24,2
23,1
24,0
24,1
23,2
24,3
23,4
22,3
21,2
22,1
23,0
22,0
21,0
20,1
19,2
18,3
17,2
18,1
19,0
18,0
17,1
16,0
16,1
15,2
14,3
13,4
14,5
15,6
14,7
15,8
16,9
17,10
18,11
19,12
20,13
21,14
22,15
23,16
24,17
25,18
26,17
27,16
28,15
27,14
26,15
25,16
24,15
25,14
26,13
25,12
26,11
25,10
24,11
23,10
24,9
25,8
26,7
25,6
24,7
24,6
25,7
26,8
25,9
26,10
27,11
26,12
27,13
28,14
27,15
26,16
25,17
24,18
23,19
24,20
25,21
26,20
27,21
28,22
28,23
27,24
28,25
27,26
26,27
25,28
24,29
23,28
24,27
25,26
26,25
25,24
24,25
23,26
22,27
21,28
22,29
22,28
23,29
24,28
25,27
26,26
27,25
26,24
25,25
24,26
23,27
22,26
23,25
24,24
25,23
24,22
23,23
22,24
21,25
20,26
21,27
20,28
21,29
20,29
19,28
18,27
17,26
18,25
19,24
20,25
21,26
22,25
23,24
24,23
25,22
26,21
25,20
24,21
23,22
22,23
21,24
20,23
21,22
22,21
23,20
24,19
23,18
22,19
21,20
20,21
19,22
18,23
17,24
16,25
15,26
16,27
15,28
16,29
16,28
17,27
18,26
19,25
20,24
21,23
22,22
23,21
22,20
21,21
20,22
19,23
18,24
17,25
16,26
15,27
14,28
15,29
14,29
13,28
14,27
13,26
14,25
15,24
16,23
17,22
18,21
19,20
20,19
21,18
22,17
21,16
20,17
19,18
18,19
17,20
16,21
15,22
14,23
13,24
12,25
11,26
12,27
11,28
12,29
12,28
13,29
