X,Y
8,0
9,1
10,2
11,3
12,4
13,5
14,6
15,7
16,8
17,9
18,10
19,11
20,12
21,13
22,14
23,15
24,16
25,17
26,16
27,17
28,16
27,15
26,14
27,13
26,12
27,11
28,10
27,9
28,8
27,7
28,6
27,5
26,6
25,7
26,8
25,9
26,10
25,11
24,12
25,13
24,14
25,15
25,16
26,17
27,16
28,15
27,14
26,15
25,14
26,13
27,12
26,11
27,10
28,9
27,8
28,7
27,6
26,7
25,8
26,9
25,10
24,11
25,12
24,13
23,14
24,15
23,16
24,17
25,18
26,19
25,20
26,21
25,22
24,23
25,24
26,25
27,26
26,27
27,28
28,29
28,28
27,29
26,28
27,27
26,26
25,27
24,28
25,29
25,28
24,29
23,28
24,27
25,26
24,25
23,26
22,27
21,28
22,29
22,28
23,27
24,26
25,25
24,24
23,25
22,26
21,27
20,28
21,29
20,29
