X,Y
24,0
25,1
26,2
27,1
26,0
26,1
27,2
26,3
27,4
26,5
27,6
28,7
27,8
28,9
27,10
26,11
25,10
26,9
25,8
26,7
25,6
24,7
23,8
24,9
23,10
24,11
23,12
24,13
25,14
26,15
27,16
28,15
27,14
26,13
26,14
27,15
26,16
25,17
24,18
25,19
26,20
27,21
28,22
27,23
28,24
27,25
28,26
27,27
28,28
27,29
26,28
25,29
24,28
25,27
26,26
25,25
26,24
25,23
26,22
25,21
24,22
23,23
24,24
23,25
24,26
23,27
22,28
23,29
23,28
24,29
25,28
26,29
27,28
28,27
27,26
28,25
27,24
28,23
27,22
28,21
27,20
26,21
25,22
26,23
25,24
26,25
25,26
24,27
23,26
24,25
23,24
24,23
23,22
24,21
25,20
26,19
25,18
24,19
23,20
22,21
21,22
22,23
21,24
22,25
21,26
22,27
21,28
22,29
21,29
20,28
21,27
22,26
21,25
22,24
21,23
22,22
23,21
24,20
23,19
22,20
21,21
20,22
19,23
20,24
19,25
20,26
19,27
18,28
19,29
19,28
20,29
