X,Y
21,0
22,1
23,2
24,3
25,4
26,5
27,6
26,7
27,8
28,9
27,10
28,11
27,12
28,13
27,14
28,15
27,16
28,17
27,18
28,19
27,20
28,21
27,22
28,23
27,24
26,25
27,26
28,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
26,26
25,27
24,28
25,29
25,28
26,27
25,26
24,27
23,28
24,29
23,29
22,28
23,27
24,26
25,25
26,24
27,23
28,22
27,21
28,20
27,19
28,18
27,17
28,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
28,8
27,7
26,8
25,9
26,10
25,11
26,12
25,13
26,14
25,15
26,16
25,17
26,18
25,19
26,20
25,21
26,22
25,23
24,24
23,23
24,22
23,21
22,22
21,23
22,24
21,25
20,26
21,27
20,28
21,29
21,28
22,27
21,26
22,25
23,24
24,25
25,24
26,23
25,22
26,21
25,20
26,19
25,18
26,17
25,16
26,15
25,14
26,13
25,12
26,11
25,10
26,9
25,8
24,9
23,10
24,11
23,12
24,13
23,14
24,15
23,16
24,17
23,18
22,19
23,20
24,21
23,22
22,23
21,24
20,25
19,26
20,27
19,28
20,29
19,29
18,28
19,27
18,26
19,25
20,24
19,23
20,22
21,21
22,20
21,19
22,18
23,17
24,16
23,15
24,14
23,13
24,12
23,11
24,10
23,9
24,8
25,7
26,6
27,5
26,4
27,3
26,2
27,1
28,0
27,0
26,1
27,2
26,3
25,2
24,1
25,0
25,1
24,2
25,3
24,4
25,5
24,6
23,7
22,8
21,9
22,10
21,11
22,12
21,13
20,14
21,15
22,16
21,17
20,18
19,19
20,20
19,21
18,22
17,23
18,24
17,25
16,26
17,27
16,28
17,29
17,28
18,27
17,26
18,25
19,24
20,23
21,22
22,21
21,20
20,21
19,22
18,23
17,24
16,25
15,26
16,27
15,28
16,29
15,29
