X,Y
9,0
10,1
11,2
12,3
13,4
14,5
15,6
16,7
17,8
18,9
19,10
20,11
21,12
22,13
23,14
24,15
25,16
26,17
27,18
28,19
27,20
28,21
27,22
28,23
27,24
28,25
27,26
28,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
26,26
25,27
24,28
25,29
25,28
24,29
23,28
24,27
23,26
22,27
21,28
22,29
22,28
23,27
22,26
23,25
22,24
23,23
24,22
25,23
26,24
27,23
28,22
27,21
28,20
27,19
28,18
27,17
26,18
25,19
26,20
26,19
25,20
24,21
25,22
24,23
23,24
22,25
21,26
20,27
19,28
20,29
20,28
21,27
20,26
21,25
20,24
21,23
22,22
23,21
24,20
23,19
24,18
25,17
26,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
28,8
27,7
26,8
25,9
26,10
25,11
26,12
25,13
26,14
25,15
24,16
23,17
22,18
21,19
22,20
21,21
20,22
19,23
18,24
19,25
18,26
19,27
18,28
19,29
