X,Y
17,0
18,1
19,2
20,3
21,4
22,5
23,4
24,5
25,4
26,5
27,4
26,3
25,2
26,1
27,0
27,1
26,2
27,3
26,4
25,3
24,4
23,5
22,6
23,7
24,8
25,9
26,10
27,11
28,10
27,9
27,10
28,11
27,12
28,13
27,14
28,15
27,16
26,17
27,18
26,19
27,20
26,21
27,22
28,23
27,24
28,25
27,26
28,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
28,24
27,23
28,22
27,21
26,22
25,23
26,24
25,25
26,26
25,27
24,28
25,29
25,28
26,27
25,26
26,25
25,24
26,23
25,22
24,23
23,24
24,25
24,24
23,25
22,26
23,27
22,28
23,29
23,28
22,29
21,28
22,27
21,26
22,25
21,24
22,23
23,22
24,21
25,20
24,19
25,18
24,17
25,16
26,15
25,14
26,13
25,12
26,11
25,10
24,11
23,12
24,13
23,14
24,15
23,16
22,17
23,18
22,19
23,20
22,21
21,22
20,23
19,24
20,25
19,26
20,27
19,28
20,29
20,28
21,29
