X,Y
26,0
27,1
28,2
27,3
28,4
27,5
28,6
27,7
26,8
27,9
26,10
25,11
26,12
27,13
28,14
27,15
26,16
27,17
28,18
27,19
28,20
27,21
26,20
25,21
24,22
23,23
24,24
25,25
26,26
27,27
28,28
27,29
26,28
25,29
24,28
25,27
24,26
23,27
22,28
23,29
23,28
24,29
25,28
26,29
27,28
28,27
27,26
28,25
27,24
26,25
25,26
24,27
23,26
24,25
25,24
24,23
23,24
22,25
21,26
22,27
21,28
22,29
21,29
20,28
21,27
22,26
23,25
22,24
21,25
20,26
19,27
18,28
19,29
19,28
20,27
19,26
20,25
21,24
22,23
23,22
24,21
23,20
22,21
21,22
20,23
19,24
18,25
17,26
18,27
17,28
18,29
