X,Y
25,0
26,1
27,2
28,1
27,0
27,1
26,2
25,3
26,4
25,5
24,4
23,3
24,2
25,1
24,0
23,1
22,2
21,3
22,4
21,5
22,6
23,7
24,8
25,9
26,8
27,7
27,8
26,9
25,8
26,7
27,6
26,5
25,4
26,3
25,2
24,3
23,4
22,5
23,6
24,7
23,8
24,9
23,10
22,11
21,12
22,13
23,14
24,15
25,16
26,17
27,18
28,19
27,20
28,21
27,22
26,23
27,24
28,25
27,26
26,27
27,28
28,29
27,29
26,28
25,29
24,28
25,27
26,26
27,25
28,24
27,23
28,22
27,21
28,20
27,19
28,18
27,17
26,18
25,19
26,20
25,21
26,22
25,23
26,24
25,25
24,26
23,27
22,28
23,29
23,28
24,29
25,28
24,27
25,26
26,25
25,24
24,25
23,24
24,23
25,22
26,21
25,20
26,19
25,18
24,19
23,20
24,21
23,22
22,23
21,24
22,25
21,26
20,27
19,28
20,29
19,29
18,28
19,27
20,26
21,25
22,24
23,25
24,24
23,23
24,22
23,21
24,20
23,19
24,18
25,17
26,16
27,15
26,14
27,13
26,12
25,13
24,14
25,15
24,16
23,17
22,18
21,19
22,20
21,21
22,22
21,23
20,24
19,25
18,26
17,27
16,26
17,25
18,24
19,23
20,22
19,21
20,20
19,19
20,18
21,17
22,16
23,15
22,14
23,13
24,12
23,11
24,10
23,9
22,10
21,11
22,12
21,13
20,14
21,15
20,16
19,17
18,18
17,19
18,20
17,21
18,22
17,23
16,24
15,25
14,26
13,27
12,28
13,29
13,28
14,27
15,26
16,25
17,26
18,27
19,26
20,25
19,24
20,23
21,22
22,21
21,20
22,19
23,18
24,17
23,16
22,17
21,18
20,19
19,20
20,21
19,22
18,23
17,24
16,23
17,22
18,21
17,20
18,19
19,18
20,17
21,16
22,15
21,14
20,15
19,16
18,17
17,18
16,19
15,20
16,21
15,22
14,23
15,24
14,25
13,26
12,27
11,28
12,29
11,29
10,28
11,27
12,26
13,25
14,24
15,23
16,22
15,21
16,20
15,19
16,18
17,17
18,16
19,15
18,14
19,13
20,12
19,11
20,10
21,9
22,8
21,7
20,8
19,9
18,10
17,11
18,12
17,13
16,14
17,15
16,16
15,17
14,16
15,15
15,16
16,17
17,16
18,15
19,14
20,13
19,12
20,11
21,10
22,9
21,8
22,7
21,6
20,7
19,8
20,9
19,10
18,11
17,12
18,13
17,14
16,15
15,14
16,13
15,12
16,11
17,10
18,9
17,8
18,7
19,6
20,5
21,4
22,3
23,2
24,1
23,0
22,1
21,2
20,3
19,4
18,5
17,6
16,7
15,8
16,9
15,10
14,11
13,10
14,9
13,8
14,7
15,6
16,5
17,4
18,3
19,2
20,1
21,0
21,1
20,2
19,3
20,4
19,5
20,6
19,7
18,8
17,9
16,10
15,11
16,12
15,13
14,12
13,13
12,14
13,15
12,16
11,17
10,18
11,19
12,20
13,21
14,22
13,23
12,24
11,25
10,26
9,27
8,28
9,29
9,28
10,27
11,26
12,25
13,24
12,23
13,22
14,21
13,20
12,21
11,22
10,23
11,24
10,25
9,26
8,27
7,28
8,29
