X,Y
26,0
27,1
28,2
27,3
26,2
25,3
24,4
25,5
26,6
25,7
26,8
27,9
28,10
27,11
26,12
27,13
28,14
27,15
28,16
27,17
28,18
27,19
28,20
27,21
28,22
27,23
28,24
27,25
28,26
27,27
28,28
27,29
26,28
25,29
24,28
25,27
26,26
25,25
26,24
25,23
26,22
25,21
26,20
25,19
26,18
25,17
26,16
25,15
26,14
25,13
24,14
23,15
24,16
23,17
24,18
23,19
24,20
23,21
24,22
23,23
24,24
23,25
24,26
23,27
22,28
23,29
23,28
24,29
25,28
26,29
27,28
28,27
27,26
28,25
27,24
28,23
27,22
28,21
27,20
28,19
27,18
28,17
27,16
28,15
27,14
26,15
25,16
26,17
25,18
26,19
25,20
26,21
25,22
26,23
25,24
26,25
25,26
24,27
23,26
24,25
23,24
24,23
23,22
24,21
23,20
24,19
23,18
24,17
23,16
24,15
25,14
26,13
25,12
26,11
27,10
28,9
27,8
26,9
25,10
24,11
23,12
24,13
23,14
22,15
21,16
22,17
21,18
22,19
22,20
21,19
22,18
21,17
22,16
21,15
22,14
23,13
24,12
25,11
26,10
25,9
24,10
23,11
22,12
21,13
20,14
19,15
20,16
19,17
20,18
19,19
18,20
19,21
20,22
21,23
22,24
21,25
22,26
21,27
20,28
21,29
21,28
22,27
21,26
22,25
21,24
22,23
21,22
20,23
19,24
20,25
19,26
20,27
19,28
20,29
19,29
18,28
19,27
20,26
19,25
20,24
19,23
18,24
17,25
18,26
17,27
16,28
17,29
17,28
18,27
17,26
18,25
17,24
18,23
19,22
20,21
19,20
20,19
19,18
20,17
19,16
20,15
21,14
22,13
21,12
22,11
23,10
24,9
25,8
26,7
25,6
24,7
23,8
22,9
21,10
20,11
19,12
20,13
19,14
18,15
17,16
18,17
17,18
18,19
17,20
18,21
17,22
16,23
15,24
16,25
15,26
16,27
15,28
16,29
15,29
