X,Y
10,0
11,1
12,2
13,3
14,4
15,5
16,6
17,7
18,8
19,9
20,10
21,11
22,12
23,13
24,14
25,15
26,16
27,17
28,18
27,19
28,20
27,21
26,22
27,23
26,24
27,25
26,26
25,25
24,26
23,27
24,28
25,29
25,28
24,29
23,28
24,27
25,26
26,25
27,24
26,23
27,22
28,21
27,20
28,19
27,18
26,19
25,20
26,21
25,22
24,23
25,24
24,25
23,26
22,27
21,28
22,29
22,28
21,29
20,28
21,27
22,26
23,25
24,24
25,23
24,22
25,21
26,20
25,19
26,18
25,17
24,18
23,19
24,20
23,21
22,22
23,23
22,24
21,25
20,26
19,27
18,28
19,29
19,28
20,27
21,26
22,25
23,24
22,23
23,22
24,21
23,20
24,19
25,18
26,17
27,16
26,15
25,16
24,17
23,18
22,19
21,20
22,21
21,22
20,23
21,24
20,25
19,26
18,27
17,28
18,29
