X,Y
5,0
6,1
7,2
8,3
9,4
10,5
11,6
12,7
13,8
14,9
13,10
14,11
15,12
16,11
17,10
18,9
19,10
20,9
21,10
22,11
23,10
24,9
25,10
26,11
27,12
28,13
27,14
28,15
27,16
28,17
27,18
26,19
25,20
26,21
27,22
26,23
27,24
26,25
27,26
26,27
25,26
24,27
23,28
24,29
24,28
25,27
26,26
27,25
26,24
27,23
26,22
27,21
26,20
27,19
28,18
27,17
28,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
26,10
25,11
26,12
25,13
26,14
25,15
26,16
25,17
26,18
25,19
24,20
25,21
24,22
25,23
24,24
25,25
24,26
23,27
22,28
23,29
22,29
21,28
22,27
23,26
24,25
25,24
24,23
25,22
24,21
23,22
22,23
23,24
22,25
21,26
20,25
21,24
20,23
21,22
22,21
23,20
24,19
25,18
26,17
25,16
26,15
25,14
24,15
23,16
24,17
23,18
22,19
21,20
20,21
19,22
18,23
19,24
18,25
19,26
18,27
19,28
20,29
20,28
21,27
22,26
23,25
22,24
23,23
22,22
23,21
22,20
23,19
24,18
23,17
24,16
23,15
24,14
23,13
22,14
21,15
22,16
22,15
23,14
22,13
21,14
20,15
21,16
20,17
19,18
20,19
19,20
18,21
17,22
16,23
17,24
16,25
17,26
16,27
17,28
18,29
18,28
17,29
16,28
17,27
18,26
19,25
20,24
21,23
20,22
21,21
20,20
21,19
20,18
19,19
18,20
19,21
18,22
19,23
18,24
17,25
16,26
15,27
14,28
15,29
