X,Y
11,0
12,1
13,2
14,3
15,4
16,5
17,6
18,7
19,8
20,9
21,10
22,11
23,12
24,13
25,14
26,15
27,16
28,17
27,18
26,17
25,18
24,19
25,20
26,21
27,22
26,23
27,24
26,25
27,26
28,27
27,28
26,29
25,28
26,27
25,26
24,27
23,28
24,29
24,28
25,29
26,28
27,29
28,28
27,27
26,26
27,25
26,24
27,23
26,22
25,23
24,24
25,25
24,26
23,27
22,28
23,29
22,29
21,28
22,27
23,26
24,25
25,24
24,23
25,22
24,21
23,22
22,23
23,24
22,25
21,26
20,27
19,28
20,29
20,28
21,27
22,26
23,25
22,24
23,23
24,22
25,21
26,20
25,19
26,18
27,17
28,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
28,8
27,7
26,8
25,9
26,10
25,11
26,12
25,13
26,14
25,15
26,16
25,17
24,18
23,19
24,20
23,21
22,22
21,23
20,24
21,25
20,26
19,27
18,28
19,29
18,29
