X,Y
10,0
11,1
12,2
13,3
14,4
15,5
16,6
17,7
18,8
19,9
20,10
21,11
22,12
23,13
24,14
25,15
26,16
27,15
28,14
27,13
28,12
27,11
28,10
27,9
26,10
25,11
26,12
25,13
26,14
26,15
27,14
28,13
27,12
28,11
27,10
26,11
25,12
26,13
25,14
24,15
25,16
24,17
23,18
24,19
25,20
26,21
27,22
26,23
27,24
28,25
27,26
26,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
28,24
27,23
26,24
25,25
26,26
25,27
24,28
25,29
25,28
24,29
23,28
24,27
25,26
26,25
25,24
24,25
23,26
22,27
21,28
22,29
22,28
23,27
24,26
23,25
24,24
25,23
26,22
27,21
26,20
25,21
24,22
23,23
22,24
21,25
22,26
21,27
20,28
21,29
20,29
19,28
20,27
21,26
22,25
23,24
24,23
25,22
24,21
23,22
22,23
21,24
20,25
19,26
18,27
17,28
18,29
18,28
19,27
20,26
19,25
20,24
21,23
22,22
23,21
24,20
25,19
24,18
25,17
24,16
23,17
22,18
23,19
22,20
21,21
20,22
19,23
18,24
17,25
18,26
17,27
16,28
17,29
16,29
15,28
16,27
17,26
18,25
19,24
20,23
21,22
22,21
23,20
22,19
21,20
20,21
19,22
18,23
17,24
16,25
15,26
14,27
13,28
12,29
11,28
12,27
13,26
14,25
15,24
16,23
17,22
18,21
19,20
20,19
21,18
22,17
23,16
22,15
23,14
24,13
23,12
24,11
25,10
26,9
27,8
26,7
27,6
26,5
25,6
24,7
23,8
22,9
23,10
22,11
21,12
22,13
21,14
20,15
21,16
20,17
19,18
18,19
17,20
16,21
15,22
14,23
13,24
12,25
11,26
10,27
9,28
10,29
10,28
11,29
