X,Y
18,0
19,1
20,2
21,3
22,4
23,5
24,6
25,7
26,8
27,9
28,10
27,11
26,12
25,13
26,14
27,15
28,16
27,17
26,18
25,19
26,20
27,21
26,22
27,23
28,24
27,25
26,26
27,27
26,28
27,29
27,28
26,27
27,26
26,25
27,24
28,23
27,22
26,23
25,24
24,25
25,26
24,27
23,28
24,29
24,28
25,27
24,26
25,25
26,24
25,23
24,24
23,25
22,26
23,27
22,28
23,29
22,29
21,28
22,27
23,26
22,25
23,24
24,23
25,22
26,21
25,20
24,21
23,22
22,23
21,24
20,25
21,26
20,27
19,28
20,29
20,28
21,27
20,26
21,25
22,24
23,23
24,22
25,21
24,20
23,21
22,22
21,23
20,24
19,25
18,26
19,27
18,28
19,29
18,29
17,28
18,27
19,26
18,25
19,24
20,23
21,22
22,21
23,20
24,19
25,18
26,17
27,16
28,15
27,14
26,15
25,16
24,17
23,18
22,19
21,20
20,19
21,18
22,17
23,16
24,15
25,14
26,13
27,12
28,11
27,10
26,11
25,12
24,13
23,14
22,15
21,16
20,17
19,18
18,19
17,20
18,21
17,22
18,23
17,24
16,25
17,26
16,27
15,28
16,29
