X,Y
8,0
9,1
10,2
11,3
12,2
11,1
12,0
12,1
13,0
14,0
15,1
16,2
17,3
18,4
19,5
20,6
21,7
22,8
23,9
24,10
25,11
26,12
27,13
28,12
27,11
26,10
27,9
28,8
27,7
26,8
25,9
25,10
26,11
27,12
28,13
27,14
26,15
27,16
26,17
27,18
28,19
27,20
28,21
27,22
26,23
27,24
26,25
27,26
26,27
27,28
28,29
28,28
27,29
26,28
27,27
26,26
27,25
26,24
27,23
28,22
27,21
28,20
27,19
26,20
25,21
26,22
25,23
24,24
25,25
24,26
25,27
24,28
25,29
25,28
24,29
23,28
24,27
25,26
24,25
25,24
24,23
25,22
26,21
25,20
26,19
25,18
24,19
23,20
24,21
23,22
22,23
23,24
22,25
23,26
22,27
21,28
22,29
22,28
23,27
22,26
23,25
22,24
23,23
24,22
23,21
24,20
25,19
26,18
27,17
26,16
27,15
26,14
25,15
24,16
25,17
24,18
23,19
22,20
21,21
22,22
21,23
20,24
21,25
20,26
21,27
20,28
21,29
20,29
19,28
20,27
21,26
20,25
21,24
20,23
19,24
18,25
19,26
18,27
17,28
18,29
18,28
19,27
18,26
17,27
16,28
17,29
16,29
