X,Y
18,0
19,1
20,2
21,3
22,4
23,5
24,6
25,7
26,8
27,7
26,6
27,5
26,4
27,3
26,2
27,1
26,0
26,1
25,0
24,1
23,2
24,3
25,4
26,5
25,6
26,7
27,8
26,9
27,10
28,11
27,12
28,13
27,14
28,15
27,16
28,17
27,18
26,19
26,18
25,19
24,18
23,19
22,20
23,21
24,22
25,23
26,24
27,25
28,26
27,27
26,28
27,29
27,28
26,29
25,28
26,27
27,26
28,25
27,24
26,25
25,26
24,27
23,28
24,29
24,28
25,27
26,26
25,25
24,26
23,27
22,28
23,29
22,29
21,28
22,27
23,26
24,25
25,24
24,23
23,24
22,25
21,26
20,27
19,28
20,29
20,28
21,27
22,26
23,25
24,24
23,23
22,24
21,25
20,26
19,25
20,24
21,23
22,22
21,21
20,20
21,19
22,18
23,17
22,16
23,15
22,14
21,15
20,16
21,17
20,18
19,19
18,20
17,21
18,22
17,23
18,24
17,25
18,26
17,27
16,28
17,29
16,29
15,28
16,27
17,26
18,27
19,26
20,25
21,24
22,23
23,22
22,21
23,20
24,19
23,18
22,19
21,20
20,21
19,20
20,19
21,18
22,17
23,16
22,15
21,16
20,17
19,18
18,19
17,20
16,21
17,22
18,23
19,24
18,25
17,24
16,25
15,26
14,27
13,28
14,29
14,28
15,27
16,26
15,25
16,24
15,23
16,22
15,21
16,20
17,19
16,19
15,20
14,21
15,22
16,23
15,24
14,25
13,26
12,27
11,26
12,25
13,24
14,23
14,24
13,25
14,26
13,27
12,28
11,27
10,28
9,29
8,28
9,27
10,26
9,25
10,24
11,23
12,24
13,23
14,22
13,21
14,20
15,19
14,18
15,17
16,16
17,17
18,16
19,15
20,14
21,13
22,12
23,11
24,10
25,11
26,12
27,13
28,12
27,11
26,10
25,9
25,10
24,11
23,12
22,13
21,14
20,15
19,16
18,17
17,16
18,15
19,14
20,13
21,12
22,11
21,10
20,11
19,12
18,13
17,12
18,11
19,10
20,9
19,8
20,7
21,6
22,5
23,4
24,5
24,4
23,3
22,2
23,1
24,0
23,0
22,1
21,2
22,3
21,4
20,5
19,6
18,7
17,8
18,9
17,10
16,11
15,12
16,13
15,14
16,15
15,16
14,17
15,18
14,19
13,20
12,21
11,22
10,23
9,24
8,25
9,26
10,27
9,28
8,29
7,28
8,27
7,26
6,27
5,28
6,29
6,28
7,29
