X,Y
17,0
18,1
19,2
20,3
21,4
22,5
23,6
24,7
25,8
24,9
25,10
26,11
27,12
27,11
26,12
25,11
24,12
23,13
24,14
25,15
26,16
27,17
28,18
27,19
28,20
27,21
26,22
25,23
24,24
25,25
26,26
27,27
26,28
27,29
27,28
26,29
25,28
26,27
25,26
24,27
23,28
24,29
24,28
25,27
24,26
23,27
22,28
23,29
22,29
21,28
22,27
23,26
24,25
25,24
26,23
27,22
28,21
27,20
28,19
27,18
28,17
27,16
26,17
25,18
26,19
25,20
26,21
25,22
24,23
23,24
22,25
21,26
20,27
19,28
20,29
20,28
21,27
22,26
23,25
22,24
23,23
24,22
25,21
26,20
25,19
26,18
25,17
24,18
23,17
24,16
23,15
22,16
21,17
22,18
21,19
20,20
21,21
22,22
21,23
20,24
21,25
20,26
19,27
18,28
19,29
18,29
17,28
18,27
19,26
20,25
21,24
22,23
23,22
22,21
21,22
20,23
19,24
18,25
17,26
16,27
15,28
16,29
16,28
17,29
