X,Y
19,0
20,1
21,2
22,3
23,4
24,5
25,6
26,7
27,8
28,9
27,10
28,11
27,12
28,13
27,14
28,15
27,16
28,17
27,18
28,19
27,20
28,21
27,22
26,23
27,24
28,25
27,26
28,27
27,28
28,29
28,28
27,29
26,28
27,27
28,26
27,25
28,24
27,23
26,24
25,25
26,26
25,27
24,28
25,29
25,28
26,27
25,26
26,25
25,24
24,25
23,26
24,27
23,28
24,29
23,29
22,28
23,27
24,26
23,25
24,24
25,23
26,22
27,21
28,20
27,19
28,18
27,17
28,16
27,15
26,16
25,17
26,18
25,19
26,20
25,21
24,22
23,23
22,24
21,25
22,26
21,27
20,28
21,29
21,28
22,29
